months_as_customer,age,policy_state,policy_csl,policy_detuctable,policy_monthly_premium,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,total_policy_premium_by_months_customer
270,44,701521,IL,500/1000,Audi,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,2/3/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,20,3,?,1,NO,35900,7180,3590,25130,A3
65,26,360770,IN,100/300,Honda,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,2/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Riverwood,0,1,NO,1,?,52200,5220,10440,36540,CRV
475,57,958785,OH,100/300,Suburu,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,1/31/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,20,1,?,0,NO,78000,6500,13000,58500,Forrestor
77,27,797934,IN,500/1000,Volkswagen,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,2/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,1,3,YES,0,?,67200,6720,6720,53760,Passat
256,43,883980,OH,100/300,Nissan,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,2/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,11,1,NO,0,?,63250,11500,5750,46000,Ultima
229,37,340614,IL,250/500,Ford,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,1/29/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Columbus,14,3,YES,1,YES,68760,11460,5730,51570,Fusion
110,28,435784,OH,250/500,Suburu,1000,1573.93,0,MALE,College,other-service,movies,other-relative,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,20,3,YES,0,?,65040,10840,10840,43360,Impreza
177,33,563837,IL,100/300,Jeep,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,1/20/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Springfield,22,1,?,1,?,82800,20700,13800,48300,Grand Cherokee
292,44,200827,OH,500/1000,Saab,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Columbus,12,1,NO,1,YES,61700,6170,6170,49360,93
451,61,533941,IN,250/500,Chevrolet,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,2/4/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Columbus,3,3,YES,2,YES,78100,15620,7810,54670,Tahoe
61,24,265026,IN,100/300,Toyota,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,1/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbend,15,3,YES,2,?,65520,9360,9360,46800,Highlander
150,30,354481,IN,100/300,Saab,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,2/28/2015,Parked Car,?,Trivial Damage,VA,Arlington,8,1,YES,0,NO,4500,450,450,3600,93
283,41,566720,OH,100/300,Mercedes,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,1/8/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbend,13,3,NO,0,?,42700,0,6100,36600,ML350
291,46,832746,OH,500/1000,Volkswagen,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,1/25/2015,Parked Car,?,Minor Damage,SC,Hillsdale,8,1,NO,2,YES,5580,620,620,4340,Passat
162,31,386690,IN,100/300,BMW,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,2/26/2015,Parked Car,?,Minor Damage,NC,Arlington,7,1,?,0,NO,3600,360,720,2520,X5
154,36,979285,IL,250/500,Volkswagen,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,2/3/2015,Vehicle Theft,?,Trivial Damage,SC,Northbrook,9,1,?,2,?,2800,280,280,2240,Passat
289,47,594722,OH,500/1000,Toyota,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,1/31/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Northbend,15,1,NO,1,YES,54000,6000,6000,42000,Highlander
10,19,216738,IN,250/500,Accura,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,2/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,5,1,?,0,?,48950,4450,8900,35600,TL
309,47,369048,IL,500/1000,Dodge,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,2/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,15,4,YES,0,?,77800,15560,15560,46680,RAM
396,57,514424,IN,100/300,Saab,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,1/30/2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Columbus,22,3,YES,2,NO,52560,11680,5840,35040,93
273,41,954191,OH,500/1000,Honda,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,1/31/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,16,2,?,1,YES,44110,4010,8020,32080,Accord
129,30,150181,IL,500/1000,Suburu,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,1/13/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Hillsdale,7,1,NO,1,?,74360,13520,6760,54080,Forrestor
140,31,388671,OH,250/500,Honda,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,2/16/2015,Parked Car,?,Minor Damage,WV,Arlington,2,1,YES,1,?,6120,680,680,4760,Civic
419,53,457244,IL,500/1000,Suburu,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,2/4/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,17,4,?,0,YES,62280,5190,10380,46710,Forrestor
315,44,206667,IL,250/500,Volkswagen,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,2/7/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,12,3,?,1,YES,26730,4860,4860,17010,Jetta
72,29,745200,OH,500/1000,Dodge,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,1/16/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,9,1,?,1,NO,66200,6620,6620,52960,Neon
32,26,412703,OH,100/300,Toyota,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Northbrook,16,1,?,1,?,45500,9100,4550,31850,Corolla
230,41,736771,IN,100/300,Audi,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,2/8/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,19,3,?,2,?,53040,4420,4420,44200,A3
157,32,347984,OH,100/300,Mercedes,2000,617.11,0,MALE,College,other-service,reading,other-relative,1/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,VA,Columbus,14,3,?,1,NO,50800,10160,5080,35560,E400
265,41,626074,IN,250/500,Audi,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,1/13/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbend,18,3,?,1,?,44200,4420,4420,35360,A5
47,34,218109,IL,500/1000,Chevrolet,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Springfield,23,1,YES,1,?,62920,11440,5720,45760,Malibu
113,29,999435,OH,250/500,Nissan,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,1/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,15,3,?,0,YES,49950,5550,5550,38850,Ultima
289,46,858060,IL,250/500,BMW,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,2/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,18,1,YES,0,YES,56430,6270,6270,43890,3 Series
254,41,500384,IL,250/500,Audi,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,1/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,16,1,NO,2,YES,100210,18220,18220,63770,A5
115,30,903785,OH,500/1000,Ford,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,2/2/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,12,3,NO,1,YES,49140,5460,5460,38220,F150
236,38,873859,OH,250/500,Mercedes,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,2/23/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Northbrook,16,1,NO,0,?,66840,16710,5570,44560,E400
7,21,204294,IN,500/1000,Honda,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,2/10/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,21,1,?,1,?,62460,6940,6940,48580,Accord
208,36,467106,OH,100/300,Nissan,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,2/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Columbus,15,3,YES,0,?,62810,11420,11420,39970,Ultima
126,33,357713,OH,500/1000,Suburu,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,own-child,1/4/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,21,1,YES,1,?,54160,6770,6770,40620,Legacy
48,35,890026,IL,100/300,Saab,500,1090.03,0,FEMALE,JD,exec-managerial,golf,unmarried,1/30/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,1,1,YES,0,NO,48400,9680,4840,33880,92x
297,48,751612,IN,250/500,Toyota,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,other-relative,1/25/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Arlington,17,3,?,0,NO,51480,5720,5720,40040,Highlander
160,36,876680,OH,100/300,Saab,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,husband,1/22/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,5,3,NO,2,NO,51700,5170,10340,36190,95
406,58,756981,OH,250/500,Volkswagen,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,1/1/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,15,3,?,1,?,65520,10920,5460,49140,Jetta
157,31,121439,IN,500/1000,Accura,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,2/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,2,4,NO,2,NO,47700,4770,9540,33390,TL
146,31,411289,OH,250/500,Accura,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,1/15/2015,Vehicle Theft,?,Minor Damage,SC,Northbend,3,1,YES,2,NO,5220,580,580,4060,MDX
409,57,538466,IN,100/300,Ford,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,1/6/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Riverwood,19,1,NO,1,?,73320,6110,12220,54990,Fusion
252,46,932097,IN,100/300,Jeep,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,2/8/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,17,1,YES,0,YES,74900,14980,7490,52430,Grand Cherokee
6,27,463727,OH,250/500,Saab,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,2/17/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,7,1,?,0,YES,3190,580,290,2320,95
103,33,552618,IN,100/300,Chevrolet,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,1/21/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,21,1,NO,1,YES,76920,12820,6410,57690,Malibu
369,53,936638,OH,250/500,Jeep,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,10,2,YES,1,NO,77990,7090,14180,56720,Wrangler
261,46,348814,IL,500/1000,Ford,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,own-child,2/12/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,11,1,YES,1,?,59670,9180,9180,41310,Escape
159,33,944102,IN,100/300,Mercedes,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,husband,2/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,23,3,YES,2,NO,44880,8160,4080,32640,C300
344,51,689901,IN,100/300,Audi,2000,1398.46,0,MALE,Associate,sales,skydiving,other-relative,2/2/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,14,1,?,0,NO,82830,7530,15060,60240,A5
437,60,901083,OH,500/1000,Chevrolet,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,2/14/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,10,1,NO,1,NO,84480,7680,15360,61440,Silverado
65,30,396224,IN,100/300,Honda,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,2/15/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,6,3,?,2,NO,79800,15960,7980,55860,Civic
280,41,682178,OH,500/1000,Toyota,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,10,3,?,0,YES,53020,9640,9640,33740,Corolla
269,45,596298,IN,500/1000,Suburu,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,5,3,?,0,NO,24200,2200,4400,17600,Forrestor
275,40,253005,OH,250/500,Chevrolet,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,1/6/2015,Single Vehicle Collision,Rear Collision,Minor Damage,OH,Riverwood,17,1,?,1,YES,43230,7860,7860,27510,Silverado
265,45,985924,OH,250/500,Ford,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,1/19/2015,Vehicle Theft,?,Trivial Damage,NC,Springfield,3,1,NO,2,NO,3190,290,580,2320,Escape
283,43,631565,IN,100/300,BMW,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,not-in-family,1/17/2015,Parked Car,?,Minor Damage,WV,Northbrook,9,1,?,0,NO,5850,1300,650,3900,M5
84,29,630998,OH,250/500,BMW,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,2/12/2015,Parked Car,?,Trivial Damage,SC,Arlington,6,1,YES,2,YES,6820,620,1240,4960,3 Series
247,44,926665,OH,250/500,Chevrolet,2000,1101.51,0,FEMALE,College,farming-fishing,camping,not-in-family,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,22,3,NO,2,NO,69480,11580,11580,46320,Tahoe
56,29,302669,IL,100/300,Jeep,1000,1523.17,0,MALE,Masters,prof-specialty,movies,own-child,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Northbend,10,3,?,1,YES,94560,7880,15760,70920,Grand Cherokee
210,39,620020,OH,500/1000,Dodge,1000,984.45,0,MALE,Associate,armed-forces,paintball,unmarried,1/2/2015,Vehicle Theft,?,Minor Damage,NC,Riverwood,4,1,YES,1,?,7800,780,780,6240,RAM
108,32,439828,OH,500/1000,Suburu,2000,1257,4000000,FEMALE,High School,machine-op-inspct,basketball,unmarried,1/11/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbrook,23,1,NO,1,NO,61270,5570,11140,44560,Legacy
328,49,971295,OH,500/1000,Mercedes,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,wife,2/23/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,19,1,?,0,YES,71440,8930,8930,53580,ML350
186,37,165565,OH,250/500,Jeep,2000,1628,0,FEMALE,JD,priv-house-serv,exercise,unmarried,1/28/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,22,1,YES,1,YES,55600,11120,5560,38920,Grand Cherokee
277,44,936543,IN,500/1000,Jeep,500,1412.31,0,MALE,High School,priv-house-serv,board-games,unmarried,2/1/2015,Vehicle Theft,?,Trivial Damage,NC,Riverwood,6,1,NO,1,NO,5000,1000,500,3500,Wrangler
138,33,296960,IL,250/500,BMW,500,1362.87,5000000,FEMALE,JD,exec-managerial,paintball,own-child,2/24/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Springfield,6,1,NO,2,?,95810,14740,14740,66330,X5
208,41,501692,IN,100/300,Volkswagen,1000,1134.68,0,FEMALE,College,tech-support,chess,husband,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,18,1,NO,2,?,69300,6930,13860,48510,Jetta
147,37,525224,IN,250/500,Toyota,1000,1306.78,0,MALE,MD,prof-specialty,video-games,other-relative,1/14/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,22,1,?,1,NO,81120,13520,20280,47320,Camry
8,21,355085,IN,500/1000,Toyota,500,1021.9,0,MALE,High School,handlers-cleaners,hiking,husband,2/5/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,21,1,?,0,?,91260,14040,14040,63180,Corolla
297,48,830729,IN,100/300,Ford,1000,1538.6,0,FEMALE,MD,other-service,kayaking,wife,1/11/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbend,12,1,?,0,?,60600,6060,12120,42420,Fusion
150,31,651948,IN,500/1000,Suburu,1000,1354.5,0,MALE,Masters,machine-op-inspct,base-jumping,husband,1/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Arlington,6,3,?,0,YES,64800,6480,12960,45360,Forrestor
4,34,424358,OH,500/1000,Chevrolet,500,1282.93,0,FEMALE,College,exec-managerial,basketball,other-relative,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbrook,0,4,?,0,?,66880,6080,12160,48640,Silverado
210,35,131478,IL,500/1000,BMW,1000,1346.27,0,MALE,Masters,farming-fishing,cross-fit,not-in-family,1/3/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,11,1,NO,0,?,58200,5820,5820,46560,X5
91,31,268833,IN,100/300,Nissan,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,polo,own-child,2/25/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Hillsdale,19,1,?,1,NO,60570,6730,6730,47110,Maxima
167,36,287489,IL,100/300,Mercedes,1000,949.44,0,FEMALE,Masters,exec-managerial,camping,other-relative,1/19/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Springfield,22,3,?,0,NO,69680,8710,8710,52260,ML350
467,58,808153,IN,500/1000,Nissan,2000,977.4,0,MALE,Masters,transport-moving,bungie-jumping,own-child,1/3/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,2,1,YES,2,NO,55700,5570,11140,38990,Maxima
264,47,687639,IN,250/500,Dodge,2000,1181.46,10000000,FEMALE,JD,transport-moving,sleeping,other-relative,2/12/2015,Multi-vehicle Collision,Front Collision,Total Loss,OH,Arlington,16,4,YES,1,YES,62370,5670,5670,51030,Neon
270,45,497347,OH,500/1000,Saab,500,1187.53,0,FEMALE,PhD,priv-house-serv,yachting,not-in-family,2/24/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Columbus,23,3,?,0,YES,54340,9880,0,44460,92x
310,48,439660,OH,100/300,Audi,1000,845.16,0,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,2/25/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbend,21,1,YES,1,NO,55170,6130,6130,42910,A5
143,34,847123,IL,100/300,Dodge,500,1442.27,0,MALE,College,priv-house-serv,exercise,wife,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,10,1,?,2,YES,58500,11700,5850,40950,RAM
146,32,172307,OH,100/300,Honda,2000,1276.43,0,MALE,Associate,priv-house-serv,skydiving,own-child,2/9/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,12,1,?,0,?,59940,6660,6660,46620,CRV
102,28,810189,OH,250/500,Dodge,500,1075.41,0,MALE,MD,machine-op-inspct,reading,wife,2/15/2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbend,6,1,NO,1,NO,73400,7340,7340,58720,Neon
61,23,432068,IL,100/300,Suburu,500,1111.72,0,MALE,JD,exec-managerial,bungie-jumping,other-relative,2/25/2015,Single Vehicle Collision,Side Collision,Major Damage,PA,Riverwood,6,1,?,1,?,41850,4650,4650,32550,Legacy
255,44,903203,OH,500/1000,Mercedes,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,chess,not-in-family,2/5/2015,Parked Car,?,Trivial Damage,NC,Hillsdale,7,1,?,2,NO,6400,640,1280,4480,ML350
211,40,253085,IL,500/1000,Audi,1000,1575.86,0,FEMALE,PhD,other-service,sleeping,own-child,1/12/2015,Vehicle Theft,?,Trivial Damage,WV,Northbrook,3,1,NO,1,NO,3190,580,290,2320,A5
61,29,180720,IN,250/500,Nissan,1000,1115.27,0,MALE,JD,handlers-cleaners,polo,unmarried,1/1/2015,Parked Car,?,Trivial Damage,VA,Hillsdale,10,1,YES,2,YES,5900,590,590,4720,Pathfinder
108,31,492224,IN,500/1000,Dodge,2000,1175.7,0,MALE,Masters,protective-serv,yachting,not-in-family,2/19/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,14,1,NO,0,NO,57330,6370,6370,44590,Neon
303,50,411477,OH,100/300,Dodge,500,793.15,0,MALE,MD,tech-support,board-games,own-child,1/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,17,3,NO,0,NO,81960,13660,13660,54640,Neon
152,33,107181,IN,250/500,Suburu,500,942.51,0,FEMALE,PhD,transport-moving,exercise,wife,1/30/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,16,1,YES,0,?,70400,6400,19200,44800,Legacy
120,34,312940,IN,500/1000,Jeep,1000,1056.71,0,FEMALE,JD,protective-serv,paintball,not-in-family,1/20/2015,Parked Car,?,Minor Damage,VA,Columbus,3,1,NO,2,?,3770,580,580,2610,Grand Cherokee
144,36,855186,IN,500/1000,Dodge,2000,1255.68,6000000,FEMALE,Associate,sales,reading,other-relative,2/18/2015,Parked Car,?,Minor Damage,NC,Arlington,7,1,NO,0,?,7400,740,1480,5180,Neon
414,52,373935,IN,500/1000,Chevrolet,500,1335.13,0,FEMALE,High School,farming-fishing,chess,unmarried,1/7/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbend,13,1,YES,1,?,54810,6090,6090,42630,Silverado
163,37,812989,IN,250/500,Jeep,500,1178.95,6000000,FEMALE,JD,priv-house-serv,dancing,own-child,1/16/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,20,1,YES,2,YES,49400,4940,9880,34580,Wrangler
352,53,993840,IL,250/500,Chevrolet,500,1793.16,0,MALE,Associate,tech-support,exercise,wife,1/15/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,23,1,YES,2,NO,68750,12500,6250,50000,Malibu
27,32,327856,OH,100/300,Dodge,500,1008.38,0,FEMALE,PhD,adm-clerical,yachting,other-relative,2/1/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Arlington,11,1,NO,1,?,61500,12300,6150,43050,Neon
239,39,506333,IL,100/300,BMW,500,1396.83,0,FEMALE,Masters,other-service,reading,husband,1/6/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,0,4,?,0,NO,76890,6990,13980,55920,X6
33,32,263159,OH,100/300,Toyota,500,1402.78,5000000,FEMALE,PhD,other-service,base-jumping,husband,2/2/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,2,1,YES,0,?,56070,6230,12460,37380,Camry
